FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE,OBJECTID,AREA_SQM,FEAT_LEN,X,Y
51,,1925,Person,1925-51,55.7,linens,,20070517130624,19250517,assumed_shape,JA70003000,,2401043,557043.741,3496.1192,,
516,,1925,Lightning,1925-516,185.7,linens,,20070517130623,19250724,assumed_shape,JA70003000,,2401044,1857193.2328,5173.7218,,
625,,1925,Lightning,1925-625,1588.2,linens,,20070517130610,19250801,digitised,JA70003000,,2401127,15882001.2047,15804.4464,,
625,,1925,Person,1925-625,110.7,linens,,20070517130625,19250917,assumed_shape,JA70003000,,2401128,1107156.5361,5108.8737,,
626,,1925,Person,1925-626,8.9,linens,,20070517130613,19250920,digitised,JA70003000,,2401129,89390.7616,1107.7519,,
626,,1925,Lightning,1925-626,650.2,linens,,20070517130619,19250802,digitised,JA70003000,,2401130,6502310.3188,12764.9765,,
627,,1925,Person,1925-627,8.3,linens,,20070517130613,19250924,digitised,JA70003000,,2401131,83040.7725,1218.9611,,
6a,,1925,Person,1925-6a,309.9,linens,,20070517130618,19250506,digitised,JA70003000,,2401204,3099083.6222,7905.1512,,
6b,,1925,Person,1925-6b,18.9,linens,,20070517130622,19250508,digitised,JA70003000,,2401205,189917.3059,1925.3759,,
7,,1925,Person,1925-7,19.5,linens,,20070517130622,19250428,digitised,JA70003000,,2401206,195968.8961,1829.6533,,
700,,1925,Lightning,1925-700,233.3,linens,,20070517130620,19250802,digitised,JA70003000,,2401207,2333505.9043,5632.4402,,
702,,1925,Person,1925-702,10.8,linens,,20070517130622,19251017,digitised,JA70003000,,2401208,108069.9346,1426.5585,,
704,,1925,Person,1925-704,64.1,linens,,20070517130626,19251012,assumed_shape,JA70003000,,2401209,641613.532,2867.344,,
706,,1925,Lightning,1925-706,265.2,linens,,20070517130621,19250803,digitised,JA70003000,,2401210,2652315.1295,6445.0537,,
389,,1925,Person,1925-389,102.6,linens,,20070517130614,19250731,digitised,JA70003000,,2400975,1026817.3958,7175.2435,,
39,,1925,Person,1925-39,763.1,linens,,20070517130617,19250521,digitised,JA70003000,,2400976,7631417.6747,16778.9962,,
390,,1925,Person,1925-390,114.2,linens,,20070517130611,19250717,digitised,JA70003000,,2400977,1142358.2941,4439.3973,,
392,,1925,Lightning,1925-392,243.2,linens,,20070517130611,19250716,digitised,JA70003000,,2400978,2432150.5821,6297.9202,,
517,,1925,Person,1925-517,59.4,linens,,20070517130613,19250803,digitised,JA70003000,,2401045,594589.888,4126.388,,
517a,,1925,Lightning,1925-517a,76.3,linens,,20070517130621,19250727,digitised,JA70003000,,2401046,763156.6869,4188.6968,,
51a,,1925,Person,1925-51a,160.1,linens,,20070517130614,19250819,digitised,JA70003000,,2401047,1601090.9192,6092.2951,,
51a,,1925,Person,1925-51a,30.9,linens,,20070517130615,19250717,digitised,JA70003000,,2401048,309472.1479,2024.9308,,
52,,1925,Person,1925-52,32.7,linens,,20070517130610,19250518,digitised,JA70003000,,2401049,327200.2203,2729.74,,
52,,1925,Person,1925-52,214,linens,,20070517130616,19250622,digitised,JA70003000,,2401050,2140447.0827,5759.4337,,
627,,1925,Lightning,1925-627,731.1,linens,,20070517130619,19250802,digitised,JA70003000,,2401132,7311568.8059,14765.0314,,
628,,1925,Person,1925-628,109.1,linens,,20070517130625,19250925,assumed_shape,JA70003000,,2401133,1091210.9017,4806.0293,,
629,,1925,Person,1925-629,37,linens,,20070517130613,19250916,digitised,JA70003000,,2401134,370444.8473,2422.3567,,
630,,1925,Lightning,1925-630,39.5,linens,,20070517130623,19250728,assumed_shape,JA70003000,,2401135,395679.0843,2326.0691,,
632,,1925,Lightning,1925-632,122.1,linens,,20070517130619,19250729,digitised,JA70003000,,2401136,1221430.2409,4169.1312,,
633,,1925,Lightning,1925-633,234.7,linens,,20070517130619,19250801,digitised,JA70003000,,2401137,2347715.4392,6288.3661,,
706,,1925,Person,1925-706,809.4,linens,,20070517130626,19250929,assumed_shape,JA70003000,,2401211,8094296.7313,19179.0778,,
707,,1925,Lightning,1925-707,319.9,linens,,20070517130625,19250802,assumed_shape,JA70003000,,2401212,3199446.4494,10239.3062,,
708,,1925,Lightning,1925-708,46.9,linens,,20070517130620,19250729,digitised,JA70003000,,2401213,469094.2563,2690.9892,,
394,,1925,Person,1925-394,213.8,linens,,20070517130612,19250805,digitised,JA70003000,,2400979,2138951.3387,8676.8724,,
395,,1925,Person,1925-395,308.5,linens,,20070517130626,19250809,assumed_shape,JA70003000,,2400980,3085708.0814,7548.2146,,
398,,1925,Person,1925-398,11519.5,linens,,20070517130649,19250715,digitised,JA70003000,,2400981,115195175.2766,128868.1917,,
520,,1925,Person,1925-520,43.5,linens,,20070517130624,19250805,assumed_shape,JA70003000,,2401051,435000.2688,2686.9686,,
522,,1925,Lightning,1925-522,610.7,linens,,20070517130620,19250727,digitised,JA70003000,,2401052,6107221.3125,10591.7633,,
523,,1925,Lightning,1925-523,2501,linens,,20070517130648,19250727,assumed_shape,JA70003000,,2401053,25010654.9562,24696.0902,,
524,,1925,Person,1925-524,53.4,linens,,20070517130624,19250807,assumed_shape,JA70003000,,2401054,534396.5526,4033.9959,,
527,,1925,Person,1925-527,186.9,linens,,20070517130613,19250808,digitised,JA70003000,,2401055,1869081.1063,6256.1995,,
635,,1925,Lightning,1925-635,68.5,linens,,20070517130619,19250801,digitised,JA70003000,,2401138,685305.371,3879.2765,,
636,,1925,Lightning,1925-636,118.5,linens,,20070517130619,19250801,digitised,JA70003000,,2401139,1185665.5288,4173.8934,,
637,,1925,Person,1925-637,51.7,linens,,20070517130613,19250927,digitised,JA70003000,,2401140,517180.106,3055.527,,
638,,1925,Person,1925-638,500,linens,,20070517130625,19250921,assumed_shape,JA70003000,,2401141,5000233.0542,9944.2239,,
639,,1925,Person,1925-639,226.8,linens,,20070517130625,19250915,digitised,JA70003000,,2401142,2268062.5171,9987.8834,,
709,,1925,Person,1925-709,116.3,linens,,20070517130612,19250920,digitised,JA70003000,,2401214,1163127.084,4187.4143,,
70b,,1925,Person,1925-70b,83,linens,,20070517130616,19250705,digitised,JA70003000,,2401215,830163.06,4318.9562,,
71,,1925,Person,1925-71,267.3,linens,,20070517130624,19250518,assumed_shape,JA70003000,,2401216,2673290.1064,6409.6392,,
710,,1925,Lightning,1925-710,156,linens,,20070517130621,19250729,digitised,JA70003000,,2401217,1560065.8789,5222.057,,
710,,1925,Person,1925-710,160.4,linens,,20070517130626,19250922,assumed_shape,JA70003000,,2401218,1604259.8772,4859.7835,,
711,,1925,Person,1925-711,44.7,linens,,20070517130614,19251016,digitised,JA70003000,,2401219,447882.253,2591.7776,,
39a,,1925,Person,1925-39a,3745.9,linens,,20070517130648,19250711,digitised,JA70003000,,2400982,37459138.0803,29596.3849,,
3a,,1925,Person,1925-3a,12.6,linens,,20070517130619,19250408,digitised,JA70003000,,2400983,126227.019,1395.082,,
4,,1925,Person,1925-4,320.6,linens,,20070517130614,19250506,digitised,JA70003000,,2400984,3206778.6806,8511.9724,,
4,,1925,Person,1925-4,5.7,linens,,20070517130622,19250506,digitised,JA70003000,,2400985,57011.7022,1000.5671,,
527a,,1925,Person,1925-527a,253.9,linens,,20070517130623,19250808,assumed_shape,JA70003000,,2401056,2539165.7422,6332.2863,,
53,,1925,Person,1925-53,133.8,linens,,20070517130610,19250622,digitised,JA70003000,,2401057,1338237.2129,4654.5103,,
534,,1925,Lightning,1925-534,23.6,linens,,20070517130620,19250728,digitised,JA70003000,,2401058,236616.8904,1796.2769,,
535,,1925,Lightning,1925-535,63.6,linens,,20070517130611,19250728,digitised,JA70003000,,2401059,636356.6921,3297.7067,,
538,,1925,Person,1925-538,135.2,linens,,20070517130613,19250805,digitised,JA70003000,,2401060,1352669.7802,4809.5156,,
54,,1925,Person,1925-54,85.3,linens,,20070517130615,19250525,digitised,JA70003000,,2401061,853393.9089,4287.2227,,
541,,1925,Person,1925-541,31,linens,,20070517130613,19250805,digitised,JA70003000,,2401062,310090.465,2605.8207,,
544,,1925,Person,1925-544,41.6,linens,,20070517130613,19250814,digitised,JA70003000,,2401063,416296.3702,2358.4058,,
544a,,1925,Lightning,1925-544a,37.9,linens,,20070517130620,19250722,digitised,JA70003000,,2401064,379658.6947,2455.269,,
64,,1925,Person,1925-64,787.2,linens,,20070517130610,19250628,digitised,JA70003000,,2401143,7872285.7798,11026.9718,,
64,,1925,Person,1925-64,5975.3,linens,,20070517130648,19250727,digitised,JA70003000,,2401144,59753963.1684,39728.915,,
640,,1925,Lightning,1925-640,75.6,linens,,20070517130620,19250801,digitised,JA70003000,,2401145,756372.6649,3559.2393,,
641,,1925,Person,1925-641,34,linens,,20070517130624,19250928,assumed_shape,JA70003000,,2401146,340437.9196,2737.8771,,
712,,1925,Person,1925-712,164.9,linens,,20070517130613,19251005,digitised,JA70003000,,2401220,1649747.281,9106.6093,,
713,,1925,Person,1925-713,15.9,linens,,20070517130622,19251011,digitised,JA70003000,,2401221,159752.2205,1446.1094,,
713,,1925,Lightning,1925-713,260.2,linens,,20070517130623,19250801,assumed_shape,JA70003000,,2401222,2602827.5759,6731.0453,,
40,,1925,Person,1925-40,588,linens,,20070517130623,19250507,assumed_shape,JA70003000,,2400986,5880444.729,9541.3357,,
400,,1925,Person,1925-400,2435.3,linens,,20070517130626,19250808,assumed_shape,JA70003000,,2400987,24353683.6346,17516.183,,
401,,1925,Person,1925-401,121,linens,,20070517130612,19250808,digitised,JA70003000,,2400988,1210395.1326,6194.3928,,
403,,1925,Lightning,1925-403,546.3,linens,,20070517130620,19250715,digitised,JA70003000,,2400989,5463385.9333,11290.418,,
403,,1925,Person,1925-403,428.7,linens,,20070517130623,19250808,assumed_shape,JA70003000,,2400990,4287529.1231,8950.2645,,
545,,1925,Lightning,1925-545,55.5,linens,,20070517130611,19250725,digitised,JA70003000,,2401065,555950.5177,2734.3154,,
548,,1925,Lightning,1925-548,54,linens,,20070517130621,19250727,digitised,JA70003000,,2401066,540985.6339,2757.4991,,
549,,1925,Lightning,1925-549,46,linens,,20070517130620,19250729,digitised,JA70003000,,2401067,460222.9823,2591.8595,,
55,,1925,Lightning,1925-55,4462.4,linens,,20070517130609,19250714,digitised,JA70003000,,2401068,44624416.6055,35780.0093,,
55,,1925,Person,1925-55,13,linens,,20070517130610,19250519,digitised,JA70003000,,2401069,130896.5813,1609.7501,,
642,,1925,Lightning,1925-642,412,linens,,20070517130623,19250801,digitised,JA70003000,,2401147,4120099.6865,13553.5203,,
645,,1925,Lightning,1925-645,258.9,linens,,20070517130616,19250730,digitised,JA70003000,,2401148,2589771.3801,5897.2733,,
645a,,1925,Person,1925-645a,4.9,linens,,20070517130612,19250926,digitised,JA70003000,,2401149,49140.3743,816.6212,,
646,,1925,Person,1925-646,551.9,linens,,20070517130612,19250920,digitised,JA70003000,,2401150,5519569.2083,10108.5006,,
714,,1925,Lightning,1925-714,639.5,linens,,20070517130623,19250729,assumed_shape,JA70003000,,2401223,6395857.1854,12391.3328,,
716,,1925,Person,1925-716,271,linens,,20070517130626,19251003,assumed_shape,JA70003000,,2401224,2710930.5887,7350.3573,,
717,,1925,Person,1925-717,33.1,linens,,20070517130614,19251012,digitised,JA70003000,,2401225,331991.5487,2139.5892,,
717,,1925,Lightning,1925-717,243.6,linens,,20070517130621,19250802,digitised,JA70003000,,2401226,2436209.8127,7235.1988,,
718,,1925,Person,1925-718,1759,linens,,20070517130613,19250616,digitised,JA70003000,,2401227,17590425.2596,34588.31,,
404,,1925,Person,1925-404,800.6,linens,,20070517130611,19250805,digitised,JA70003000,,2400991,8006391.6608,22193.6091,,
405,,1925,Person,1925-405,63.7,linens,,20070517130611,19250718,digitised,JA70003000,,2400992,637747.5177,3416.885,,
406,,1925,Person,1925-406,10.2,linens,,20070517130611,19250716,digitised,JA70003000,,2400993,102346.7255,1187.5632,,
550,,1925,Lightning,1925-550,135.3,linens,,20070517130620,19250730,digitised,JA70003000,,2401070,1353885.6551,5917.3927,,
552,,1925,Person,1925-552,32.3,linens,,20070517130614,19250822,digitised,JA70003000,,2401071,323599.8343,2066.6833,,
553,,1925,Lightning,1925-553,11.9,linens,,20070517130612,19250806,digitised,JA70003000,,2401072,119213.5752,1264.3273,,
559,,1925,Person,1925-559,254.4,linens,,20070517130614,19250831,digitised,JA70003000,,2401073,2544014.7458,6067.4266,,
559,,1925,Person,1925-559,536,linens,,20070517130614,19250831,digitised,JA70003000,,2401074,5360177.1039,13183.4827,,
646,,1925,Lightning,1925-646,3040,linens,,20070517130616,19250729,digitised,JA70003000,,2401151,30400097.9409,22019.315,,
647,,1925,Lightning,1925-647,67.9,linens,,20070517130616,19250730,digitised,JA70003000,,2401152,679923.6591,3336.0778,,
648,,1925,Person,1925-648,206.8,linens,,20070517130612,19250926,digitised,JA70003000,,2401153,2068908.2279,6039.2332,,
652,,1925,Lightning,1925-652,103.7,linens,,20070517130620,19250801,digitised,JA70003000,,2401154,1037891.5693,3844.6889,,
652,,1925,Person,1925-652,116.2,linens,,20070517130626,19250923,assumed_shape,JA70003000,,2401155,1162108.2582,4372.8472,,
653,,1925,Lightning,1925-653,61.5,linens,,20070517130620,19250804,digitised,JA70003000,,2401156,615927.8721,2996.1298,,
718,,1925,Person,1925-718,24.9,linens,,20070517130613,19251011,digitised,JA70003000,,2401228,249213.5426,2072.6465,,
719,,1925,Lightning,1925-719,134.1,linens,,20070517130621,19250729,digitised,JA70003000,,2401229,1341584.6494,4620.2921,,
719,,1925,Person,1925-719,29.9,linens,,20070517130622,19251019,digitised,JA70003000,,2401230,299108.0509,2677.289,,
72,,1925,Person,1925-72,34.7,linens,,20070517130615,19250520,digitised,JA70003000,,2401231,347647.0479,3675.2294,,
72,,1925,Person,1925-72,18.3,linens,,20070517130616,19250708,digitised,JA70003000,,2401232,183918.3488,1869.2374,,
409,,1925,Lightning,1925-409,4084.3,linens,,20070517130648,19250717,digitised,JA70003000,,2400994,40843237.6288,35727.9317,,
41,,1925,Person,1925-41,21.6,linens,,20070517130614,19250520,digitised,JA70003000,,2400995,216510.4798,1888.8013,,
41,,1925,Person,1925-41,16.3,linens,,20070517130617,19250516,digitised,JA70003000,,2400996,163142.085,1470.6359,,
413,,1925,Lightning,1925-413,108.7,linens,,20070517130619,19250719,digitised,JA70003000,,2400997,1087555.8956,5474.7108,,
559,,1925,Person,1925-559,269.4,linens,,20070517130614,19250831,digitised,JA70003000,,2401075,2694970.6495,8032.5482,,
56,,1925,Person,1925-56,19.5,linens,,20070517130610,19250514,digitised,JA70003000,,2401076,195222.2538,2028.3476,,
56,,1925,Person,1925-56,1371.1,linens,,20070517130648,19250515,digitised,JA70003000,,2401077,13711334.3911,20886.234,,
653,,1925,Person,1925-653,67.2,linens,,20070517130626,19250929,assumed_shape,JA70003000,,2401157,672103.4774,3208.4077,,
655,,1925,Lightning,1925-655,58.8,linens,,20070517130609,19250802,digitised,JA70003000,,2401158,588634.9555,2841.0327,,
655,,1925,Person,1925-655,229.1,linens,,20070517130614,19250927,digitised,JA70003000,,2401159,2291806.3368,6805.855,,
657,,1925,Lightning,1925-657,2193.2,linens,,20070517130610,19250801,digitised,JA70003000,,2401160,21932191.1033,19312.0179,,
657,,1925,Person,1925-657,14.6,linens,,20070517130612,19250922,digitised,JA70003000,,2401161,146950.5142,1966.7953,,
658,,1925,Person,1925-658,33.7,linens,,20070517130612,19251003,digitised,JA70003000,,2401162,337991.9037,2449.4237,,
720,,1925,Lightning,1925-720,534,linens,,20070517130623,19250802,assumed_shape,JA70003000,,2401233,5340670.9144,9426.3766,,
721,,1925,Person,1925-721,5.1,linens,,20070517130623,19251006,assumed_shape,JA70003000,,2401234,51555.0233,1166.9278,,
721,,1925,Lightning,1925-721,85,linens,,20070517130625,19250802,assumed_shape,JA70003000,,2401235,850823.8717,3283.9271,,
724,,1925,Lightning,1925-724,1188.3,linens,,20070517130621,19250806,digitised,JA70003000,,2401236,11883296.7511,13008.8287,,
725,,1925,Person,1925-725,42,linens,,20070517130623,19251010,assumed_shape,JA70003000,,2401237,420270.0648,2305.8424,,
414,,1925,Person,1925-414,150,linens,,20070517130622,19250808,digitised,JA70003000,,2400998,1500280.4084,4868.1967,,
414,,1925,Person,1925-414,281.2,linens,,20070517130623,19250719,assumed_shape,JA70003000,,2400999,2812762.6031,6039.38,,
416,,1925,Lightning,1925-416,651.6,linens,,20070517130621,19250712,digitised,JA70003000,,2401000,6516497.1024,13250.228,,
42,,1925,Person,1925-42,354,linens,,20070517130615,19250601,digitised,JA70003000,,2401001,3540228.7946,6937.4451,,
42,,1925,Person,1925-42,23.8,linens,,20070517130621,19250509,digitised,JA70003000,,2401002,238274.3444,1832.1315,,
560,,1925,Lightning,1925-560,1142.9,linens,,20070517130611,19250729,digitised,JA70003000,,2401078,11429248.8212,16773.5281,,
566,,1925,Person,1925-566,24.2,linens,,20070517130612,19250905,digitised,JA70003000,,2401079,242526.326,2427.8929,,
567,,1925,Person,1925-567,34.9,linens,,20070517130622,19250902,digitised,JA70003000,,2401080,349270.7142,2558.4954,,
56a,,1925,Lightning,1925-56a,150.7,linens,,20070517130609,19250628,digitised,JA70003000,,2401081,1507346.3149,6983.0953,,
57,,1925,Lightning,1925-57,95.4,linens,,20070517130609,19250714,digitised,JA70003000,,2401082,954341.8701,5015.4219,,
57,,1925,Person,1925-57,30.5,linens,,20070517130618,19250519,digitised,JA70003000,,2401083,305443.5134,2315.2722,,
662,,1925,Person,1925-662,199.1,linens,,20070517130612,19251005,digitised,JA70003000,,2401163,1991397.3367,6631.966,,
662,,1925,Lightning,1925-662,689.8,linens,,20070517130619,19250801,digitised,JA70003000,,2401164,6898238.4687,18572.867,,
663,,1925,Lightning,1925-663,104.3,linens,,20070517130621,19250805,digitised,JA70003000,,2401165,1043344.2512,4355.6023,,
663,,1925,Person,1925-663,927.9,linens,,20070517130626,19250904,assumed_shape,JA70003000,,2401166,9279710.8724,10812.467,,
664,,1925,Person,1925-664,38.4,linens,,20070517130612,19250923,digitised,JA70003000,,2401167,384128.6671,2450.9451,,
729,,1925,Person,1925-729,30.5,linens,,20070517130613,19251019,digitised,JA70003000,,2401238,305235.9801,2520.5121,,
729,,1925,Person,1925-729,94.7,linens,,20070517130623,19250808,assumed_shape,JA70003000,,2401239,947696.3077,3547.4858,,
73,,1925,Lightning,1925-73,71.9,linens,,20070517130609,19250728,digitised,JA70003000,,2401240,719350.9536,3832.6532,,
730,,1925,Person,1925-730,177.8,linens,,20070517130611,19250803,digitised,JA70003000,,2401241,1778635.7322,5926.3293,,
730,,1925,Person,1925-730,14.3,linens,,20070517130613,19251015,digitised,JA70003000,,2401242,143206.8219,1661.3706,,
731,,1925,Lightning,1925-731,81.3,linens,,20070517130611,19250729,digitised,JA70003000,,2401243,813511.7856,3774.3308,,
731,,1925,Person,1925-731,13.1,linens,,20070517130614,19251003,digitised,JA70003000,,2401244,131556.3471,1391.2495,,
732,,1925,Person,1925-732,31.4,linens,,20070517130614,19251003,digitised,JA70003000,,2401245,314506.5554,2197.5575,,
421,,1925,Lightning,1925-421,314.8,linens,,20070517130616,19250712,digitised,JA70003000,,2401003,3148230.5385,6763.3325,,
425,,1925,Person,1925-425,949.7,linens,,20070517130625,19250807,assumed_shape,JA70003000,,2401004,9497072.8389,16879.3568,,
426,,1925,Lightning,1925-426,1275.4,linens,,20070517130612,19250807,digitised,JA70003000,,2401005,12754628.4876,14349.914,,
426,,1925,Lightning,1925-426,37.7,linens,,20070517130620,19250722,digitised,JA70003000,,2401006,377752.4587,2358.4408,,
427,,1925,Lightning,1925-427,432.5,linens,,20070517130612,19250807,digitised,JA70003000,,2401007,4325908.7096,9539.4521,,
