FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE,OBJECTID,AREA_SQM,FEAT_LEN,X,Y
K70262,,1998,Lightning,1998-K70262,64,Buffered_Point,,20070517130647,19980728,buffered_point,JA70003000,,2415375,640119.0174,2943.9106,,
K70273,,1998,Lightning,1998-K70273,40.4,fire centre,,20070517130640,19980729,digitised,JA70003000,,2415376,403996.7968,2943.788,,
G90228,,1999,Lightning,1999-G90228,516.3,fire centre,,20070517130640,19990807,digitised,JA70003000,,2415486,5163155.0953,9060.8147,,
G90312,,1999,Person,1999-G90312,293.9,Hand Sketch,,20121221152300,19990914,Hand Sketch,JA70003000,,2415487,2939212.976,11065.4349,,
G90320,,1999,Person,1999-G90320,15.2,fire centre,,20070517130640,19990914,digitised,JA70003000,,2415488,152457.3903,1928.9549,,
G90320,,1999,Person,1999-G90320,137.2,fire centre,,20070517130640,19990914,digitised,JA70003000,,2415489,1372340.8282,9776.3184,,
G90325,,1999,Person,1999-G90325,21.7,fire centre,,20070517130640,19990913,digitised,JA70003000,,2415490,217056.1313,2288.7676,,
N20370,,2000,Person,2000-N20370,69.8,fire centre,,20070517130641,20000803,digitised,JA70003000,,2415581,698153.4479,3791.1001,,
N20370,,2000,Person,2000-N20370,25.2,fire centre,,20070517130641,20000803,digitised,JA70003000,,2415582,252483.7366,2316.8491,,
N20371,,2000,Person,2000-N20371,44.9,Buffered_Point,,20070517130647,20000803,buffered_point,JA70003000,,2415583,449654.8202,2465.8108,,
N20753,,2000,Person,2000-N20753,98.6,fire centre,,20070517130641,20000812,digitised,JA70003000,,2415584,986014.33,7025.0298,,
N40985,,2000,Person,2000-N40985,18.4,Buffered_Point,,20070517130647,20000820,buffered_point,JA70003000,,2415585,184594.1747,1592.4817,,
C50080,,1998,Person,1998-C50080,121.5,fire centre,,20070517130640,19980503,digitised,JA70003000,,2415267,1215097.5011,10472.6804,,
G10008,,1998,Person,1998-G10008,53.8,fire centre,,20070517130640,19980420,digitised,JA70003000,,2415268,538029.5384,4360.556,,
G10008,,1998,Person,1998-G10008,0.2,fire centre,,20070517130640,19980420,digitised,JA70003000,,2415269,2555.5278,200.2356,,
G10008,,1998,Person,1998-G10008,0,fire centre,,20070517130640,19980420,digitised,JA70003000,,2415270,658.5844,102.0014,,
K70273,,1998,Lightning,1998-K70273,0.7,fire centre,,20070517130640,19980729,digitised,JA70003000,,2415377,7906.4707,389.0851,,
K70429,,1998,Person,1998-K70429,1143.1,LFDB,,20070517130647,19980805,digitised,JA70003000,,2415378,11431826.5897,16287.9653,,
N10599,,1998,Person,1998-N10599,51.9,fire centre,,20070517130640,19981027,digitised,JA70003000,,2415379,519967.3574,2867.0814,,
N20441,,1998,Lightning,1998-N20441,448.5,LFDB,,20070517130647,19980822,digitised,JA70003000,,2415380,4485500.6585,12960.3419,,
N30150,,1998,Lightning,1998-N30150,0.6,LFDB,,20070517130647,19980731,digitised,JA70003000,,2415381,6571.1096,363.6347,,
N30150,,1998,Lightning,1998-N30150,6.1,LFDB,,20070517130647,19980731,digitised,JA70003000,,2415382,61788.6965,1353.1788,,
N30150,,1998,Lightning,1998-N30150,1036.3,LFDB,,20070517130647,19980731,digitised,JA70003000,,2415383,10363760.3249,21145.6674,,
R10135,,1995,Person,1995-R10135,22.9,fire centre,,20070517130641,19950908,digitised,JA70003000,,2415176,229310.7453,2091.89,,
R10135,,1995,Person,1995-R10135,0.2,fire centre,,20070517130641,19950908,digitised,JA70003000,,2415177,2176.0485,218.9651,,
R10135,,1995,Person,1995-R10135,0.2,fire centre,,20070517130641,19950908,digitised,JA70003000,,2415178,2571.8056,211.8893,,
R10135,,1995,Person,1995-R10135,0.8,fire centre,,20070517130641,19950908,digitised,JA70003000,,2415179,8000.4062,378.1849,,
R20007,,1995,Person,1995-R20007,39,fire centre,,20070517130641,19950426,digitised,JA70003000,,2415180,390128.3761,2840.9139,,
R40064,,1995,Person,1995-R40064,37.5,fire centre,,20070517130641,19950610,digitised,JA70003000,,2415181,375583.9134,3071.2117,,
R50090,,1995,Person,1995-R50090,13.7,Buffered_Point,,20070517130646,19950628,buffered_point,JA70003000,,2415182,137335.615,1384.9788,,
C50096,,1992,Lightning,1992-C50096,63.9,Buffered_Point,,20070517130646,19920813,buffered_point,JA70003000,,2414847,639482.127,2960.0982,,
G10003,,1992,Person,1992-G10003,21.2,Buffered_Point,,20070517130646,19920416,buffered_point,JA70003000,,2414848,212694.4771,1722.7779,,
G10023,,1992,Person,1992-G10023,413.6,inventory,,20070517130641,19920628,digitised,JA70003000,,2414849,4136362.2828,16888.4669,,
G10023,,1992,Person,1992-G10023,4.8,inventory,,20070517130641,19920628,digitised,JA70003000,,2414850,48378.4278,1546.2104,,
G10023,,1992,Person,1992-G10023,58.3,inventory,,20070517130641,19920628,digitised,JA70003000,,2414851,583064.1859,4614.3209,,
G10023,,1992,Person,1992-G10023,91.1,inventory,,20070517130641,19920628,digitised,JA70003000,,2414852,911453.8211,6033.9028,,
G10023,,1992,Person,1992-G10023,511.9,inventory,,20070517130653,19920628,digitised,JA70003000,,2414853,5119984.0613,27678.5184,,
G10029,,1992,Person,1992-G10029,50.1,inventory,,20070517130641,19920629,digitised,JA70003000,,2414854,501265.2801,3852.8221,,
G10029,,1992,Person,1992-G10029,51.4,inventory,,20070517130641,19920629,digitised,JA70003000,,2414855,514323.4029,3702.7273,,
V50011,,1992,Person,1992-V50011,12.6,Buffered_Point,,20070517130646,19920727,buffered_point,JA70003000,,2414947,126403.0858,1311.235,,
V50012,,1992,Lightning,1992-V50012,29.4,Buffered_Point,,20070517130646,19920721,buffered_point,JA70003000,,2414948,294964.3033,2003.2578,,
V50020,,1992,Lightning,1992-V50020,80.6,Buffered_Point,,20070517130646,19920816,buffered_point,JA70003000,,2414949,806636.5573,3310.3409,,
V60001,,1992,Person,1992-V60001,105.7,Buffered_Point,,20070517130646,19920402,buffered_point,JA70003000,,2414950,1057624.7326,3762.636,,
V70012,,1992,Person,1992-V70012,71.6,Buffered_Point,,20070517130646,19920604,buffered_point,JA70003000,,2414951,716059.164,3104.8059,,
V70083,,1992,Person,1992-V70083,39.1,Buffered_Point,,20070517130646,19920929,buffered_point,JA70003000,,2414952,391475.7244,2294.3867,,
V80004,,1992,Person,1992-V80004,50.6,Buffered_Point,,20070517130646,19920424,buffered_point,JA70003000,,2414953,506785.9525,2624.3963,,
C10053,,1993,Person,1993-C10053,18,Buffered_Point,,20070517130646,19931021,buffered_point,JA70003000,,2414954,180859.9681,1582.4346,,
K30001,,1994,Person,1994-K30001,22,Buffered_Point,,20070517130646,19940325,buffered_point,JA70003000,,2415061,220691.0173,1733.3233,,
K30043,,1994,Lightning,1994-K30043,136.5,inventory,,20070517130641,19940803,digitised,JA70003000,,2415062,1365851.3988,6538.9566,,
K30043,,1994,Lightning,1994-K30043,1.5,inventory,,20070517130641,19940803,digitised,JA70003000,,2415063,15684.2291,782.9795,,
K30118,,1994,Lightning,1994-K30118,26.8,inventory,,20070517130641,19940805,digitised,JA70003000,,2415064,268245.5865,3189.1004,,
C50039,,1998,Person,1998-C50039,24.8,fire centre,,20070517130653,19980419,digitised,JA70003000,,2415262,248482.3799,3583.7896,,
C50052,,1998,Person,1998-C50052,26.9,fire centre,,20070517130640,19980426,digitised,JA70003000,,2415263,269002.8273,2017.3584,,
C50063,,1998,Person,1998-C50063,60,fire centre,,20070517130640,19980430,digitised,JA70003000,,2415264,600087.0307,3681.8827,,
C50067,,1998,Person,1998-C50067,292.4,LFDB,,20070517130647,19980502,digitised,JA70003000,,2415265,2924535.3528,8467.5867,,
C50079,,1998,Person,1998-C50079,176.7,fire centre,,20070517130640,19980503,digitised,JA70003000,,2415266,1767765.9962,6215.1398,,
G10029,,1992,Person,1992-G10029,77.3,inventory,,20070517130641,19920629,digitised,JA70003000,,2414856,773676.6241,6359.7052,,
G10029,,1992,Person,1992-G10029,3.2,inventory,,20070517130641,19920629,digitised,JA70003000,,2414857,32039.5746,731.5401,,
G10029,,1992,Person,1992-G10029,60,inventory,,20070517130641,19920629,digitised,JA70003000,,2414858,600943.2674,4410.6092,,
G10029,,1992,Person,1992-G10029,22.4,inventory,,20070517130641,19920629,digitised,JA70003000,,2414859,224808.2337,3991.993,,
C30001,,1993,Person,1993-C30001,23.5,Buffered_Point,,20070517130646,19930512,buffered_point,JA70003000,,2414955,235406.7656,1801.3855,,
C50022,,1993,Person,1993-C50022,38.9,inventory,,20070517130641,19930512,digitised,JA70003000,,2414956,389583.2398,3733.6309,,
G10071,,1993,Lightning,1993-G10071,34.3,Buffered_Point,,20070517130646,19930806,buffered_point,JA70003000,,2414957,343341.9518,2191.6842,,
G10079,,1993,Person,1993-G10079,22.6,Buffered_Point,,20070517130646,19930908,buffered_point,JA70003000,,2414958,226148.3706,1773.9208,,
G10088,,1993,Person,1993-G10088,11.6,Buffered_Point,,20070517130646,19930929,buffered_point,JA70003000,,2414959,116147.6148,1277.3858,,
G50010,,1993,Person,1993-G50010,73.5,Buffered_Point,,20070517130646,19930909,buffered_point,JA70003000,,2414960,735295.1639,3225.9376,,
K40067,,1994,Lightning,1994-K40067,18.1,Buffered_Point,,20070517130646,19940803,buffered_point,JA70003000,,2415065,181754.6604,1569.7497,,
K50004,,1994,Person,1994-K50004,39.2,Buffered_Point,,20070517130646,19940315,buffered_point,JA70003000,,2415066,392803.1017,2296.9064,,
K50010,,1994,Person,1994-K50010,13,Buffered_Point,,20070517130646,19940325,buffered_point,JA70003000,,2415067,130178.8312,1323.6354,,
K50054,,1994,Lightning,1994-K50054,16.3,Buffered_Point,,20070517130646,19940625,buffered_point,JA70003000,,2415068,163472.9821,1482.0732,,
K50078,,1994,Lightning,1994-K50078,19.3,Buffered_Point,,20070517130646,19940714,buffered_point,JA70003000,,2415069,193972.226,1617.6393,,
K50087,,1994,Person,1994-K50087,4919.1,inventory,,20070517130653,19940720,digitised,JA70003000,,2415070,49191378.9776,147357.669,,
K50103,,1994,Lightning,1994-K50103,35.2,Buffered_Point,,20070517130646,19940803,buffered_point,JA70003000,,2415071,352468.7892,2176.9274,,
K50108,,1994,Lightning,1994-K50108,42.1,Buffered_Point,,20070517130646,19940803,buffered_point,JA70003000,,2415072,421719.4227,2381.7851,,
K50118,,1994,Lightning,1994-K50118,16.8,Buffered_Point,,20070517130646,19940803,buffered_point,JA70003000,,2415073,168217.2024,1503.1631,,
R90061,,1995,Lightning,1995-R90061,87.5,fire centre,,20070517130641,19950610,digitised,JA70003000,,2415183,875779.9288,4731.2462,,
R90061,,1995,Lightning,1995-R90061,30.6,fire centre,,20070517130641,19950610,digitised,JA70003000,,2415184,306698.1092,3284.1872,,
R90063,,1995,Lightning,1995-R90063,49.3,fire centre,,20070517130641,19950610,digitised,JA70003000,,2415185,493987.2267,3274.8462,,
R90073,,1995,Lightning,1995-R90073,15007.2,LFDB,,20070517130641,19950611,digitised,JA70003000,,2415186,150072554.3463,104778.1483,,
R90074,,1995,Lightning,1995-R90074,2809.6,LFDB,,20070517130641,19950611,digitised,JA70003000,,2415187,28096138.9069,33890.928,,
G10029,,1992,Person,1992-G10029,10.1,inventory,,20070517130641,19920629,digitised,JA70003000,,2414860,101791.5999,2339.6952,,
G10029,,1992,Person,1992-G10029,227.9,inventory,,20070517130653,19920629,digitised,JA70003000,,2414861,2279238.2397,18993.541,,
G10029,,1992,Person,1992-G10029,78.7,inventory,,20070517130653,19920629,digitised,JA70003000,,2414862,787606.1887,6430.1195,,
G10029,,1992,Person,1992-G10029,646.5,inventory,,20070517130653,19920629,digitised,JA70003000,,2414863,6465362.3988,31455.3911,,
G10032,,1992,Person,1992-G10032,2.1,inventory,,20070517130641,19920629,digitised,JA70003000,,2414864,21231.6901,657.9963,,
G10032,,1992,Person,1992-G10032,32.3,inventory,,20070517130641,19920629,digitised,JA70003000,,2414865,323044.8629,2902.3331,,
G50014,,1993,Person,1993-G50014,26.9,Buffered_Point,,20070517130646,19930912,buffered_point,JA70003000,,2414961,269830.7509,1951.415,,
G50016,,1993,Person,1993-G50016,56.8,Buffered_Point,,20070517130646,19930930,buffered_point,JA70003000,,2414962,568647.1526,2832.5845,,
G60001,,1993,Person,1993-G60001,14.8,Buffered_Point,,20070517130646,19930430,buffered_point,JA70003000,,2414963,148404.2048,1459.9029,,
G60003,,1993,Person,1993-G60003,1637.2,LFDB,,20070517130641,19930517,digitised,JA70003000,,2414964,16372081.9765,41128.2343,,
G60004,,1993,Person,1993-G60004,25.3,Buffered_Point,,20070517130646,19930505,buffered_point,JA70003000,,2414965,253102.7254,1906.1482,,
G60009,,1993,Lightning,1993-G60009,48.6,Buffered_Point,,20070517130646,19930906,buffered_point,JA70003000,,2414966,486264.2801,2656.0668,,
G80001,,1993,Person,1993-G80001,26.5,Buffered_Point,,20070517130646,19930220,buffered_point,JA70003000,,2414967,265571.8027,1966.6316,,
G80009,,1993,Person,1993-G80009,65.6,Buffered_Point,,20070517130646,19930509,buffered_point,JA70003000,,2414968,656447.6613,3073.4031,,
G80010,,1993,Person,1993-G80010,11,Buffered_Point,,20070517130646,19930130,buffered_point,JA70003000,,2414969,110737.2911,1259.2267,,
K50123,,1994,Person,1994-K50123,2703,inventory,,20070517130653,19940720,digitised,JA70003000,,2415074,27030306.7133,45639.6238,,
K50138,,1994,Lightning,1994-K50138,111.3,Buffered_Point,,20070517130646,19940803,buffered_point,JA70003000,,2415075,1113162.8825,3866.5179,,
K60060,,1994,Lightning,1994-K60060,265.1,LFDB,,20070517130641,19940723,digitised,JA70003000,,2415076,2651532.1432,9358.3687,,
K60065,,1994,Lightning,1994-K60065,166.2,LFDB,,20070517130641,19940723,digitised,JA70003000,,2415077,1662282.2267,9492.9499,,
K60065,,1994,Lightning,1994-K60065,2.8,LFDB,,20070517130641,19940723,digitised,JA70003000,,2415078,28433.6958,1039.4184,,
K60065,,1994,Lightning,1994-K60065,3,LFDB,,20070517130641,19940723,digitised,JA70003000,,2415079,30053.9542,992.061,,
K60099,,1994,Person,1994-K60099,71.4,Buffered_Point,,20070517130646,19940728,buffered_point,JA70003000,,2415080,714977.5013,3102.7913,,
K60170,,1994,Person,1994-K60170,14.8,Buffered_Point,,20070517130646,19940925,buffered_point,JA70003000,,2415081,148953.445,1417.1368,,
K70023,,1994,Person,1994-K70023,48.9,Buffered_Point,,20070517130646,19940708,buffered_point,JA70003000,,2415082,489932.2373,2578.3183,,
K70026,,1994,Person,1994-K70026,72.6,Buffered_Point,,20070517130646,19940711,buffered_point,JA70003000,,2415083,726663.9286,3144.0195,,
K70030,,1994,Person,1994-K70030,16.3,Buffered_Point,,20070517130646,19940716,buffered_point,JA70003000,,2415084,163803.0866,1493.5373,,
R90075,,1995,Lightning,1995-R90075,3740.5,LFDB,,20070517130641,19950611,digitised,JA70003000,,2415188,37405930.1557,39747.9129,,
R90078,,1995,Lightning,1995-R90078,20.6,Buffered_Point,,20070517130646,19950610,buffered_point,JA70003000,,2415189,206849.6283,1745.2029,,
R90085,,1995,Lightning,1995-R90085,7730.5,LFDB,,20070517130641,19950610,digitised,JA70003000,,2415190,77305496.3926,46650.2887,,
R90087,,1995,Person,1995-R90087,10.8,Buffered_Point,,20070517130646,19950626,buffered_point,JA70003000,,2415191,108415.1461,1253.8655,,
R90110,,1995,Lightning,1995-R90110,218.9,LFDB,,20070517130641,19950705,digitised,JA70003000,,2415192,2189349.8271,10153.1127,,
V10182,,1995,Person,1995-V10182,19.5,Buffered_Point,,20070517130646,19950718,buffered_point,JA70003000,,2415193,195268.1877,1621.1159,,
G10032,,1992,Person,1992-G10032,1.2,inventory,,20070517130641,19920629,digitised,JA70003000,,2414866,12510.9201,591.4734,,
G10178,,1992,Lightning,1992-G10178,66,Buffered_Point,,20070517130646,19920813,buffered_point,JA70003000,,2414867,660518.3999,3042.3078,,
G30044,,1992,Lightning,1992-G30044,295.6,LFDB,,20070517130641,19920801,digitised,JA70003000,,2414868,2956408.3333,13571.1949,,
G30061,,1992,Lightning,1992-G30061,63.7,Buffered_Point,,20070517130646,19920802,buffered_point,JA70003000,,2414869,637016.1136,2982.9555,,
G40094,,1992,Person,1992-G40094,20.8,Buffered_Point,,20070517130646,19920929,buffered_point,JA70003000,,2414870,208343.037,1702.5794,,
G40095,,1992,Person,1992-G40095,70.7,Buffered_Point,,20070517130646,19920928,buffered_point,JA70003000,,2414871,707475.4973,3143.3094,,
G50033,,1992,Lightning,1992-G50033,86.6,Buffered_Point,,20070517130646,19920801,buffered_point,JA70003000,,2414872,866261.5542,3496.9733,,
G60023,,1992,Person,1992-G60023,12.4,Buffered_Point,,20070517130646,19920722,buffered_point,JA70003000,,2414873,124135.2765,1325.7427,,
G60027,,1992,Person,1992-G60027,320.9,LFDB,,20070517130641,19920801,digitised,JA70003000,,2414874,3209089.2616,10841.8065,,
G80013,,1993,Person,1993-G80013,43.8,Buffered_Point,,20070517130646,19930516,buffered_point,JA70003000,,2414970,438790.1961,2511.3942,,
G80014,,1993,Person,1993-G80014,32.6,Buffered_Point,,20070517130646,19930516,buffered_point,JA70003000,,2414971,326657.229,2170.1404,,
G80022,,1993,Lightning,1993-G80022,32.2,Buffered_Point,,20070517130646,19930603,buffered_point,JA70003000,,2414972,322463.459,2161.8506,,
G80050,,1993,Lightning,1993-G80050,21.1,Buffered_Point,,20070517130646,19930616,buffered_point,JA70003000,,2414973,211634.7302,1756.9962,,
G90007,,1993,Lightning,1993-G90007,19.6,inventory,,20070517130641,19930519,digitised,JA70003000,,2414974,196361.1639,1793.5165,,
G90012,,1993,Lightning,1993-G90012,17.9,Buffered_Point,,20070517130646,19930606,buffered_point,JA70003000,,2414975,179100.5573,1620.6948,,
G90015,,1993,Lightning,1993-G90015,476,LFDB,,20070517130641,19930606,digitised,JA70003000,,2414976,4760662.4374,9038.9763,,
G90016,,1993,Lightning,1993-G90016,263.8,LFDB,,20070517130641,19930606,digitised,JA70003000,,2414977,2638975.8936,8399.2589,,
G90028,,1993,Lightning,1993-G90028,27.5,inventory,,20070517130641,19930607,digitised,JA70003000,,2414978,275850.3494,2280.7686,,
K70044,,1994,Person,1994-K70044,1231.3,inventory,,20070517130653,19940801,digitised,JA70003000,,2415085,12313417.8674,36658.8102,,
K70063,,1994,Person,1994-K70063,28,Buffered_Point,,20070517130646,19940828,buffered_point,JA70003000,,2415086,280720.3381,1950.7059,,
N10071,,1994,Lightning,1994-N10071,32.3,inventory,,20070517130641,19940802,digitised,JA70003000,,2415087,323793.7136,5101.4108,,
N10095,,1994,Lightning,1994-N10095,3.8,inventory,,20070517130641,19940814,digitised,JA70003000,,2415088,38780.3029,806.8504,,
N10095,,1994,Lightning,1994-N10095,19.9,inventory,,20070517130641,19940814,digitised,JA70003000,,2415089,199290.6209,1685.5341,,
V10257,,1995,Person,1995-V10257,109.6,LFDB,,20070517130641,19950910,digitised,JA70003000,,2415194,1096177.6413,5684.3672,,
V10257,,1995,Person,1995-V10257,871.8,LFDB,,20070517130641,19950910,digitised,JA70003000,,2415195,8718533.5645,22738.3596,,
V80142,,1995,Person,1995-V80142,32.2,Buffered_Point,,20070517130646,19950629,buffered_point,JA70003000,,2415196,322630.2965,2086.999,,
VA0016,,1995,Person,1995-VA0016,59.3,fire centre,,20070517130641,19950422,digitised,JA70003000,,2415197,593987.0117,4453.9249,,
C40098,,1996,Lightning,1996-C40098,40.5,Buffered_Point,,20070517130646,19960728,buffered_point,JA70003000,,2415198,405406.6334,2354.0153,,
C50009,,1996,Person,1996-C50009,12.8,fire centre,,20070517130653,19960421,digitised,JA70003000,,2415199,128300.0015,1640.4494,,
G60038,,1992,Person,1992-G60038,226.9,LFDB,,20070517130641,19920804,digitised,JA70003000,,2414875,2269158.0224,6984.314,,
G60038,,1992,Person,1992-G60038,81.1,LFDB,,20070517130641,19920804,digitised,JA70003000,,2414876,811199.9305,4030.0242,,
G60041,,1992,Person,1992-G60041,34.3,Buffered_Point,,20070517130646,19920812,buffered_point,JA70003000,,2414877,343700.1269,2203.3603,,
G70001,,1992,Person,1992-G70001,435.3,LFDB,,20070517130641,19920413,digitised,JA70003000,,2414878,4353382.5366,12950.448,,
G90042,,1993,Lightning,1993-G90042,251.5,LFDB,,20070517130641,19930803,digitised,JA70003000,,2414979,2515288.3505,6683.6862,,
K10052,,1993,Person,1993-K10052,13.4,Buffered_Point,,20070517130646,19931001,buffered_point,JA70003000,,2414980,134770.2851,1361.8408,,
K20002,,1993,Person,1993-K20002,32.8,Buffered_Point,,20070517130646,19930331,buffered_point,JA70003000,,2414981,328009.2081,2116.7404,,
K20075,,1993,Person,1993-K20075,58.7,Buffered_Point,,20070517130646,19930918,buffered_point,JA70003000,,2414982,587029.1155,2826.393,,
K40002,,1993,Person,1993-K40002,37.4,Buffered_Point,,20070517130646,19930513,buffered_point,JA70003000,,2414983,374069.0204,2254.3757,,
K50033,,1993,Person,1993-K50033,119.6,Buffered_Point,,20070517130646,19930709,buffered_point,JA70003000,,2414984,1196383.843,4009.5636,,
N10095,,1994,Lightning,1994-N10095,3.6,inventory,,20070517130641,19940814,digitised,JA70003000,,2415090,36836.0551,1247.2146,,
N10095,,1994,Lightning,1994-N10095,680.3,inventory,,20070517130653,19940814,digitised,JA70003000,,2415091,6803780.2215,48511.3297,,
N10100,,1994,Lightning,1994-N10100,98.7,inventory,,20070517130641,19940814,digitised,JA70003000,,2415092,987773.2044,6900.5402,,
N10112,,1994,Lightning,1994-N10112,74.7,inventory,,20070517130641,19940814,digitised,JA70003000,,2415093,747248.0614,5028.1245,,
N10113,,1994,Lightning,1994-N10113,27.5,Buffered_Point,,20070517130646,19940814,buffered_point,JA70003000,,2415094,275667.6358,1924.9329,,
N10138,,1994,Lightning,1994-N10138,919,Buffered_Point,,20070517130646,19940812,buffered_point,JA70003000,,2415095,9190142.3538,11109.6856,,
C50009,,1996,Person,1996-C50009,60,fire centre,,20070517130653,19960421,digitised,JA70003000,,2415200,600717.6916,4136.9491,,
C50084,,1996,Lightning,1996-C50084,487.5,Buffered_Point,,20070517130646,19960724,buffered_point,JA70003000,,2415201,4875616.1099,8199.126,,
C50171,,1996,Lightning,1996-C50171,51.6,fire centre,,20070517130640,19960811,digitised,JA70003000,,2415202,516291.8652,2910.6478,,
G30158,,1996,Lightning,1996-G30158,106.1,Buffered_Point,,20070517130646,19960813,buffered_point,JA70003000,,2415203,1061027.9662,3828.6469,,
G80014,,1996,Person,1996-G80014,24.1,Buffered_Point,,20070517130647,19960512,buffered_point,JA70003000,,2415204,241207.2821,1862.2078,,
G80038,,1996,Lightning,1996-G80038,42.9,fire centre,,20070517130640,19960625,digitised,JA70003000,,2415205,429717.1709,3958.866,,
G70004,,1992,Person,1992-G70004,28.3,Buffered_Point,,20070517130646,19920503,buffered_point,JA70003000,,2414879,283077.2056,2004.3068,,
G70005,,1992,Person,1992-G70005,66.7,Buffered_Point,,20070517130646,19920503,buffered_point,JA70003000,,2414880,667221.2685,3077.9117,,
G70006,,1992,Person,1992-G70006,36,inventory,,20070517130641,19920504,digitised,JA70003000,,2414881,360672.8702,2963.1123,,
G70006,,1992,Person,1992-G70006,5.2,inventory,,20070517130641,19920504,digitised,JA70003000,,2414882,52985.8124,888.0638,,
G70006,,1992,Person,1992-G70006,21.2,inventory,,20070517130641,19920504,digitised,JA70003000,,2414883,212224.7837,1769.5749,,
G70006,,1992,Person,1992-G70006,4.9,inventory,,20070517130641,19920504,digitised,JA70003000,,2414884,49328.3372,921.9104,,
G70009,,1992,Person,1992-G70009,29.2,Buffered_Point,,20070517130646,19920525,buffered_point,JA70003000,,2414885,292809.6891,2043.0439,,
K70002,,1993,Person,1993-K70002,33.2,Buffered_Point,,20070517130646,19930301,buffered_point,JA70003000,,2414985,332036.0798,2121.2024,,
K70041,,1993,Lightning,1993-K70041,24.1,inventory,,20070517130641,19930805,digitised,JA70003000,,2414986,241981.4137,2803.4815,,
N20002,,1993,Person,1993-N20002,12.6,Buffered_Point,,20070517130646,19930420,buffered_point,JA70003000,,2414987,126002.2408,1309.9183,,
N30010,,1993,Person,1993-N30010,84.5,Buffered_Point,,20070517130646,19930908,buffered_point,JA70003000,,2414988,845923.6865,3409.6005,,
N10165,,1994,Person,1994-N10165,59,inventory,,20070517130641,19940921,digitised,JA70003000,,2415096,590812.0733,3286.623,,
N10172,,1994,Person,1994-N10172,5.6,inventory,,20070517130641,19940926,digitised,JA70003000,,2415097,56026.1811,1634.9307,,
N10172,,1994,Person,1994-N10172,1.9,inventory,,20070517130641,19940926,digitised,JA70003000,,2415098,19440.7898,948.6202,,
N20025,,1994,Lightning,1994-N20025,3.4,inventory,,20070517130641,19940726,digitised,JA70003000,,2415099,34091.0402,985.657,,
N20025,,1994,Lightning,1994-N20025,5.2,inventory,,20070517130641,19940726,digitised,JA70003000,,2415100,52707.7643,1300.9054,,
N20025,,1994,Lightning,1994-N20025,688,inventory,,20070517130653,19940726,digitised,JA70003000,,2415101,6880265.5701,27004.8644,,
N20028,,1994,Lightning,1994-N20028,28.9,Buffered_Point,,20070517130646,19940803,buffered_point,JA70003000,,2415102,289182.6095,1977.3074,,
G80066,,1996,Lightning,1996-G80066,16.6,fire centre,,20070517130640,19960626,digitised,JA70003000,,2415206,166133.4792,2081.5247,,
G80066,,1996,Lightning,1996-G80066,1.3,fire centre,,20070517130640,19960626,digitised,JA70003000,,2415207,13514.0022,479.1293,,
G90043,,1996,Lightning,1996-G90043,7869,Hand Sketch,,20121221154300,19960626,Hand Sketch,JA70003000,,2415208,78690412.5577,85511.4357,,
G90052,,1996,Lightning,1996-G90052,408.5,Buffered_Point,,20070517130647,19960627,buffered_point,JA70003000,,2415209,4085832.8771,7776.2904,,
G90054,,1996,Lightning,1996-G90054,184.9,Buffered_Point,,20070517130647,19960627,buffered_point,JA70003000,,2415210,1849179.1893,5219.2817,,
G90055,,1996,Lightning,1996-G90055,375.7,Buffered_Point,,20070517130647,19960627,buffered_point,JA70003000,,2415211,3757537.2931,7486.9804,,
G90057,,1996,Lightning,1996-G90057,406.4,Buffered_Point,,20070517130647,19960627,buffered_point,JA70003000,,2415212,4064345.2995,7764.2556,,
G90065,,1996,Lightning,1996-G90065,72.6,Buffered_Point,,20070517130647,19960629,buffered_point,JA70003000,,2415213,726672.0489,3268.5504,,
G80004,,1992,Person,1992-G80004,73.4,Buffered_Point,,20070517130646,19920403,buffered_point,JA70003000,,2414886,734285.9012,3239.5159,,
G80009,,1992,Person,1992-G80009,11.1,Buffered_Point,,20070517130646,19920614,buffered_point,JA70003000,,2414887,111082.7691,1260.3954,,
G80021,,1992,Lightning,1992-G80021,53.7,Buffered_Point,,20070517130646,19920802,buffered_point,JA70003000,,2414888,537584.8619,2791.1609,,
G90010,,1992,Person,1992-G90010,1594.7,LFDB,,20070517130641,19920522,digitised,JA70003000,,2414889,15947710.6701,22690.8648,,
G90012,,1992,Person,1992-G90012,3846.7,LFDB,,20070517130641,19920522,digitised,JA70003000,,2414890,38467964.8464,33768.7573,,
G90013,,1992,Person,1992-G90013,437.9,LFDB,,20070517130641,19920601,digitised,JA70003000,,2414891,4379268.864,9121.6191,,
G90014,,1992,Person,1992-G90014,38.1,Buffered_Point,,20070517130646,19920601,buffered_point,JA70003000,,2414892,381816.278,2378.7436,,
G90016,,1992,Lightning,1992-G90016,17.6,Buffered_Point,,20070517130646,19920703,buffered_point,JA70003000,,2414893,176175.2594,1609.9473,,
N70027,,1993,Lightning,1993-N70027,54.4,inventory,,20070517130641,19930808,digitised,JA70003000,,2414989,544894.6206,5622.2242,,
